,driver,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
396,PIA,Mexico,2025,7.0,78.306,47.3,False,77.16300000000001,3
397,RUS,Mexico,2025,11.25,78.306,47.3,False,77.293,3
398,BOT,Mexico,2025,5.63,78.306,47.3,False,77.56599999999999,3
399,ZHO,Mexico,2025,11.0,78.306,47.3,False,77.48,3
400,GAS,Mexico,2025,13.33,78.306,47.3,False,77.631,3
401,HUL,Mexico,2025,8.83,78.306,47.3,False,77.894,3
402,ALO,Mexico,2025,13.29,78.306,47.3,False,77.80799999999999,3
403,ALB,Mexico,2025,12.0,78.306,47.3,False,78.518,3
404,TSU,Mexico,2025,16.0,78.306,47.3,False,77.96,3
405,OCO,Mexico,2025,13.5,78.306,47.3,False,78.46,3
406,MAG,Mexico,2025,16.0,78.306,47.3,False,78.193,3
407,STR,Mexico,2025,17.33,78.306,47.3,False,78.307,3
408,NOR,Mexico,2025,12.75,78.306,47.3,False,81.014,3
409,VER,Brazil,2025,3.63,70.513,43.4,True,69.31200000000001,3
410,LEC,Brazil,2025,6.8,70.513,43.4,True,69.613,3
411,STR,Brazil,2025,14.0,70.513,43.4,True,69.985,3
412,ALO,Brazil,2025,8.8,70.513,43.4,True,69.717,3
413,HAM,Brazil,2025,5.19,70.513,43.4,True,69.876,3
414,RUS,Brazil,2025,11.0,70.513,43.4,True,69.866,3
415,NOR,Brazil,2025,6.75,70.513,43.4,True,69.141,3
416,SAI,Brazil,2025,10.63,70.513,43.4,True,69.494,3
417,PER,Brazil,2025,11.25,70.513,43.4,True,69.639,3
418,PIA,Brazil,2025,10.0,70.513,43.4,True,69.8,3
419,HUL,Brazil,2025,8.6,70.513,43.4,True,70.095,3
420,OCO,Brazil,2025,14.67,70.513,43.4,True,69.712,3
421,GAS,Brazil,2025,11.0,70.513,43.4,True,69.777,3
422,MAG,Brazil,2025,11.0,70.513,43.4,True,69.61200000000001,3
423,ALB,Brazil,2025,12.33,70.513,43.4,True,69.991,3
424,TSU,Brazil,2025,17.0,70.513,43.4,True,70.20700000000001,3
425,RIC,Brazil,2025,12.75,70.513,43.4,True,70.35300000000001,3
426,BOT,Brazil,2025,7.6,70.513,43.4,True,70.30499999999999,3
427,SAR,Brazil,2025,19.0,70.513,43.4,True,70.735,3
428,ZHO,Brazil,2025,16.5,70.513,43.4,True,70.75500000000001,3
429,LEC,Las Vegas,2025,1.0,93.913,16.6,False,91.746,3
430,SAI,Las Vegas,2025,12.0,93.913,16.6,False,92.11,3
431,VER,Las Vegas,2025,2.0,93.913,16.6,False,92.804,3
432,RUS,Las Vegas,2025,3.0,93.913,16.6,False,92.672,3
433,GAS,Las Vegas,2025,4.0,93.913,16.6,False,92.569,3
434,ALB,Las Vegas,2025,5.0,93.913,16.6,False,92.70299999999999,3
435,SAR,Las Vegas,2025,6.0,93.913,16.6,False,92.783,3
436,BOT,Las Vegas,2025,7.0,93.913,16.6,False,92.94500000000001,3
437,MAG,Las Vegas,2025,8.0,93.913,16.6,False,93.09700000000001,3
438,ALO,Las Vegas,2025,9.0,93.913,16.6,False,93.125,3
439,HAM,Las Vegas,2025,10.0,93.913,16.6,False,93.157,3
440,PER,Las Vegas,2025,11.0,93.913,16.6,False,93.19500000000001,3
441,HUL,Las Vegas,2025,13.0,93.913,16.6,False,93.409,3
442,STR,Las Vegas,2025,19.0,93.913,16.6,False,93.26899999999999,3
443,RIC,Las Vegas,2025,14.0,93.913,16.6,False,93.528,3
444,NOR,Las Vegas,2025,15.0,93.913,16.6,False,93.703,3
445,OCO,Las Vegas,2025,16.0,93.913,16.6,False,93.974,3
446,ZHO,Las Vegas,2025,17.0,93.913,16.6,False,93.879,3
447,PIA,Las Vegas,2025,18.0,93.913,16.6,False,94.03999999999999,3
448,TSU,Las Vegas,2025,20.0,93.913,16.6,False,95.617,3
449,VER,Abu Dhabi,2025,3.89,84.216,32.7,False,82.625,3
450,LEC,Abu Dhabi,2025,5.83,84.216,32.7,False,82.974,3
451,PIA,Abu Dhabi,2025,3.0,84.216,32.7,False,83.212,3
452,RUS,Abu Dhabi,2025,12.2,84.216,32.7,False,83.098,3
453,NOR,Abu Dhabi,2025,5.0,84.216,32.7,False,83.436,3
454,TSU,Abu Dhabi,2025,8.33,84.216,32.7,False,83.098,3
455,ALO,Abu Dhabi,2025,9.69,84.216,32.7,False,83.23400000000001,3
456,HUL,Abu Dhabi,2025,9.0,84.216,32.7,False,83.668,3
457,PER,Abu Dhabi,2025,9.15,84.216,32.7,False,83.696,3
458,GAS,Abu Dhabi,2025,13.29,84.216,32.7,False,83.768,3
459,HAM,Abu Dhabi,2025,2.67,84.216,32.7,False,83.71900000000001,3
460,OCO,Abu Dhabi,2025,11.0,84.216,32.7,False,83.401,3
461,STR,Abu Dhabi,2025,13.57,84.216,32.7,False,83.665,3
462,ALB,Abu Dhabi,2025,10.75,84.216,32.7,False,83.388,3
463,RIC,Abu Dhabi,2025,10.62,84.216,32.7,False,83.69200000000001,3
464,SAI,Abu Dhabi,2025,10.33,84.216,32.7,False,84.278,3
465,MAG,Abu Dhabi,2025,15.13,84.216,32.7,False,84.33399999999999,3
466,BOT,Abu Dhabi,2025,9.27,84.216,32.7,False,84.258,3
467,ZHO,Abu Dhabi,2025,17.0,84.216,32.7,False,84.389,3
